pc_time,time_utc,lat,lon,fix_quality,num_sat,hdop,altitude_m,avg_cn0
2026-05-23 14:39:00,053900.00,36.624819499999994,127.45744316666666,2,12,0.61,79.0,32.22
2026-05-23 14:39:01,053901.00,36.624819333333335,127.457443,2,12,0.61,79.1,32.24
2026-05-23 14:39:02,053902.00,36.62481916666666,127.45744283333333,2,12,0.58,79.1,31.66
2026-05-23 14:39:03,053903.00,36.624819,127.45744266666667,2,12,0.58,79.1,31.36
2026-05-23 14:39:04,053904.00,36.624819,127.45744250000001,2,12,0.58,79.1,31.59
2026-05-23 14:39:05,053905.00,36.62481883333333,127.45744250000001,2,12,0.58,79.1,31.12
2026-05-23 14:39:06,053906.00,36.62481866666667,127.45744233333335,2,12,0.58,79.2,31.37
2026-05-23 14:39:07,053907.00,36.62481866666667,127.45744233333335,2,12,0.58,79.2,32.31
2026-05-23 14:39:08,053908.00,36.624818499999996,127.45744233333335,2,12,0.58,79.2,31.73
2026-05-23 14:39:09,053909.00,36.624818499999996,127.45744250000001,2,12,0.58,79.2,32.03
2026-05-23 14:39:10,053910.00,36.624818499999996,127.45744250000001,2,12,0.58,79.2,31.95
2026-05-23 14:39:11,053911.00,36.624818499999996,127.45744266666667,2,12,0.58,79.1,32.07
2026-05-23 14:39:12,053912.00,36.624818499999996,127.45744283333333,2,12,0.58,79.1,32.49
2026-05-23 14:39:13,053913.00,36.624818499999996,127.45744266666667,2,12,0.58,79.1,32.53
2026-05-23 14:39:14,053914.00,36.62481833333333,127.45744283333333,2,12,0.58,79.2,31
2026-05-23 14:39:15,053915.00,36.624818166666664,127.45744283333333,2,12,0.58,79.2,31.47
2026-05-23 14:39:16,053916.00,36.624818,127.45744283333333,2,12,0.58,79.2,31.86
2026-05-23 14:39:17,053917.00,36.62481783333333,127.45744283333333,2,12,0.58,79.2,32.47
2026-05-23 14:39:18,053918.00,36.62481783333333,127.45744266666667,2,12,0.58,79.2,32.81
2026-05-23 14:39:19,053919.00,36.624817666666665,127.45744233333335,2,12,0.58,79.2,31.98
2026-05-23 14:39:20,053920.00,36.624817666666665,127.45744199999999,2,12,0.58,79.1,32.68
2026-05-23 14:39:21,053921.00,36.624817666666665,127.45744216666665,2,12,0.58,79.1,32.66
2026-05-23 14:39:22,053922.00,36.6248175,127.45744216666665,2,12,0.58,79.1,32.44
2026-05-23 14:39:23,053923.00,36.62481733333333,127.45744216666665,2,12,0.58,79.1,32.78
2026-05-23 14:39:24,053924.00,36.624817166666666,127.45744233333335,2,12,0.58,79.1,31.66
2026-05-23 14:39:25,053925.00,36.624817,127.45744250000001,2,12,0.58,79.0,32.14
2026-05-23 14:39:26,053926.00,36.62481683333333,127.45744266666667,2,12,0.58,79.0,32.51
2026-05-23 14:39:27,053927.00,36.62481666666667,127.45744266666667,2,12,0.58,79.0,32.29
2026-05-23 14:39:28,053928.00,36.624816499999994,127.45744266666667,2,12,0.61,79.0,32.22
2026-05-23 14:39:29,053929.00,36.624816333333335,127.45744283333333,2,12,0.61,79.0,32.64
2026-05-23 14:39:30,053930.00,36.62481616666666,127.45744283333333,2,12,0.61,78.9,32.27
2026-05-23 14:39:32,053931.00,36.624816,127.457443,2,12,0.61,78.9,32.24
2026-05-23 14:39:32,053932.00,36.62481566666667,127.45744316666666,2,12,0.61,78.9,32.71
2026-05-23 14:39:33,053933.00,36.6248155,127.45744333333332,2,12,0.61,78.9,32.05
2026-05-23 14:39:34,053934.00,36.62481533333333,127.45744350000001,2,12,0.61,78.9,32.63
2026-05-23 14:39:35,053935.00,36.624815166666664,127.45744383333334,2,12,0.61,78.8,32.51
2026-05-23 14:39:36,053936.00,36.624815,127.45744416666666,2,12,0.61,78.8,32.03
2026-05-23 14:39:37,053937.00,36.62481483333333,127.45744433333333,2,12,0.61,78.7,32.46
2026-05-23 14:39:38,053938.00,36.624814666666666,127.4574445,2,12,0.61,78.7,32.12
2026-05-23 14:39:39,053939.00,36.6248145,127.4574445,2,12,0.61,78.7,31.93
2026-05-23 14:39:40,053940.00,36.62481433333333,127.45744466666665,2,12,0.58,78.7,31.76
2026-05-23 14:39:41,053941.00,36.62481416666667,127.4574445,2,12,0.58,78.8,31.98
2026-05-23 14:39:42,053942.00,36.624814,127.45744466666665,2,12,0.58,78.8,31.64
2026-05-23 14:39:43,053943.00,36.62481383333333,127.45744483333334,2,12,0.58,78.7,31.6
2026-05-23 14:39:44,053944.00,36.62481383333333,127.45744483333334,2,12,0.58,78.8,31.72
2026-05-23 14:39:45,053945.00,36.62481366666667,127.457445,2,12,0.58,78.8,31.07
2026-05-23 14:39:46,053946.00,36.62481366666667,127.45744549999999,2,12,0.58,78.7,31.67
2026-05-23 14:39:47,053947.00,36.624813499999995,127.45744600000002,2,12,0.58,78.6,31.82
2026-05-23 14:39:48,053948.00,36.624813333333336,127.4574465,2,12,0.6,78.6,31.46
2026-05-23 14:39:49,053949.00,36.624813333333336,127.45744683333332,2,12,0.6,78.5,31.66
2026-05-23 14:39:50,053950.00,36.62481316666666,127.45744716666668,2,12,0.58,78.5,31.41
2026-05-23 14:39:51,053951.00,36.62481316666666,127.45744733333335,2,12,0.58,78.4,30.84
2026-05-23 14:39:52,053952.00,36.6248125,127.45744716666668,2,12,0.58,78.5,31.8
2026-05-23 14:39:53,053953.00,36.624811666666666,127.45744716666668,2,12,0.58,78.6,31.66
2026-05-23 14:39:54,053954.00,36.6248115,127.45744733333335,2,12,0.58,78.6,31.08
2026-05-23 14:39:55,053955.00,36.62481116666667,127.45744716666668,2,12,0.58,78.6,31.98
2026-05-23 14:39:56,053956.00,36.62481083333333,127.45744683333332,2,12,0.58,78.7,31.82
2026-05-23 14:39:57,053957.00,36.624810333333336,127.45744683333332,2,12,0.61,78.7,31.63
2026-05-23 14:39:58,053958.00,36.62480983333333,127.45744683333332,2,12,0.58,78.8,31.77
2026-05-23 14:39:59,053959.00,36.62480966666667,127.45744666666666,2,12,0.61,78.9,32.38
2026-05-23 14:40:00,054000.00,36.624809166666665,127.45744666666666,2,12,0.61,78.9,32
